0,"1462982852803543048,2021-11-23T03:14:27.000Z,@Skillztopaydabi @CoryJennerjohn Keep clinging to that 10-year old Super Bowl win. It\u2019s all you got. Even your stud QB hates your team these days. He\u2019s off to jeopardy, Adams will walk, and you Pack\u2019tards are heading to NFC North cellar for a lengthy period. https://t.co/H0h13k72jN"
1,"1462982860860792836,2021-11-23T03:14:29.000Z,RT @RocuantPaul: @AdamKinzinger @nbcsnl @YouTube This game was harder than Jeopardy"
1,"1462983007195656193,2021-11-23T03:15:04.000Z,RT @radio_tozier: eddie kaspbrak: the worst jeopardy player of all time (not bc he doesnt know the answer/question but bc he forgets to ans\u2026"
1,"1462983263329218563,2021-11-23T03:16:05.000Z,i would kill it on tonight\u2019s jeopardy"
0,"1462983316697595906,2021-11-23T03:16:18.000Z,@kpolantz @mkraju If Stone were called in some other case he\u2019d be required to spill any beans he had But a commutation is more limited The conviction stands, and the possibility of putting yourself in further jeopardy remains Thus your Fifth Amendment rights stand. 2/"
0,"1462983389288435722,2021-11-23T03:16:35.000Z,RT @SoCalEdgyGal: If you are on jeopardy of losing your job over a vaccine mandate remember: \nNOT a SINGLE person in Congress\u2026their staffs\u2026"
0,"1462983581219713027,2021-11-23T03:17:21.000Z,RT @TheRickyDavila: Since President Biden was sworn in on January 20th, both seditious white supremacists Ted Cruz and Josh Hawley have del\u2026"
1,"1462983797339787267,2021-11-23T03:18:12.000Z,Couldn\u2019t be anymore hype!!! Jeopardy this year has been full of heavy hitters! https://t.co/ANU5wZrXa2"
0,"1462983822492983301,2021-11-23T03:18:18.000Z,@DannaAMPond @MatPatGT @CordyPatrick @dawkosgames @markiplier @FootofaFerret @SuperMGames @tobyfox @bbcdoctorwho @neiltyson @ActuallyNPH @neilhimself @halsey @ashnikko @Kehlani @StJudePLAYLIVE @KeyconOfficial @karengillan @RattyBurvil @KeijiInafune @ShigeruMlyamoto @TiteKuboSensei @HIDEO_KOJIMA_EN @japan @billiepiper @iamjohnoliver @BBCWorld @ZeldaUniverse @RadioWHATTwit @Eminem @RonnieRadke @CMW_Week @georgiaEtennant @JessicaNigri @Metric @breakingbenj No Really, LOL. @MatPatGT Who Am I? @Jeopardy https://t.co/mZPMrjGiZx"
1,"1462983894223839239,2021-11-23T03:18:35.000Z,Update: Just fell asleep on the couch for 10 minutes (while watching Jeopardy). I fear I may not make it to 9 https://t.co/XJbAKdzjy6"
0,"1462984012029440007,2021-11-23T03:19:04.000Z,Dear Twitter, \nJust wanted y\u2019all to know that I didn\u2019t choose the @AmodioMatt life the Matt Amodio life chose me \U0001f451\U0001f4af #jeopardy https://t.co/o5ZfTGfPau"
1,"1462984082133065730,2021-11-23T03:19:20.000Z,Greatest final jeopardy answer ever tonight!"
1,"1462984156665638916,2021-11-23T03:19:38.000Z,I also want someone who will congratulate me for solving really hard final puzzles on Wheel and Jeopardy. Is that too much to ask? \U0001f609 https://t.co/pAeAzy23y1"
1,"1462984181626150914,2021-11-23T03:19:44.000Z,RT @ThrillScience: #jeopardy https://t.co/QNIGDzqohf"
1,"1462984227021021192,2021-11-23T03:19:55.000Z,RT @AmodioMatt: @beattheblock2 I miss the good old days when the vitriol spewed at the #Jeopardy champion was based on ""What's..."""
1,"1462984271895822338,2021-11-23T03:20:06.000Z,@Jeopardy Jeopardy producers F-ing with Amy. Side-by-side Categories - \u201cYou make me Feel\u201d and \u201cLike a Naturalized Woman\u201d."
1,"1462984277646217219,2021-11-23T03:20:07.000Z,Joke answers score double on Jeopardy. Every time."
0,"1462984374266343427,2021-11-23T03:20:30.000Z,@DannaAMPond @MatPatGT @CordyPatrick @dawkosgames @markiplier @FootofaFerret @SuperMGames @tobyfox @bbcdoctorwho @neiltyson @ActuallyNPH @neilhimself @halsey @ashnikko @Kehlani @StJudePLAYLIVE @KeyconOfficial @karengillan @RattyBurvil @KeijiInafune @ShigeruMlyamoto @TiteKuboSensei @HIDEO_KOJIMA_EN @japan @billiepiper @iamjohnoliver @BBCWorld @ZeldaUniverse @RadioWHATTwit @Eminem @RonnieRadke @CMW_Week @georgiaEtennant @JessicaNigri @Metric @breakingbenj @Jeopardy Medical History is Private, But I'll Save You The Trouble\n\nResting Heart Rates is 180 bpm. @MatPatGT @CordyPatrick @dawkosgames @markiplier @FootofaFerret\n\nAccording to St. Boniface Hospital Anyway\n\nLight Jog Gets Me Up to 210bpm @neiltyson @ActuallyNPH @neilhimself @bbcdoctorwho"
1,"1462984509532655621,2021-11-23T03:21:02.000Z,RT @MikeVanderbilt: Guess what! I\u2019m filling in @theRIPH today so you might as well drop by and get your holiday started early! I\u2019ll be ther\u2026"
0,"1462984619947667459,2021-11-23T03:21:28.000Z,It looks like the Seminole Tribe\u2019s monopoly on sports betting in Florida is in jeopardy.\n\nWhat does this mean for online betting? Should users be withdrawing their money from the app? Will the decision be appealed?\n\nLots of Qs. https://t.co/sJb7VICCxz"
1,"1462984715074347018,2021-11-23T03:21:51.000Z,@WallStJesus Ohhh oh oh this a Jeopardy question? \u2026. And the answer is: \u201cWhat happens to a stock when everybody is on the same side of the trade?\u201d"
1,"1462984719755272197,2021-11-23T03:21:52.000Z,Do people actually watch jeopardy and not shout out the answers when they know them ??"
0,"1462984839221727232,2021-11-23T03:22:21.000Z,RT @FacesOfCOVID: GERRI TRESS, 74, of Boothwyn, Pennsylvania, died of COVID on Nov. 14, 2021.\n\n""She also enjoyed getting together with frie\u2026"
1,"1462984855239618562,2021-11-23T03:22:25.000Z,@mich_adn @lyneela13 Jeopardy\n\nMaichard is real\n\n#BOYCOTTMZETxAPTxGMA260"
1,"1462984894808670215,2021-11-23T03:22:34.000Z,None of these Jeopardy contestants recognized Grace Kelly and they\u2019ve all got at least 8-12 years on me. I was SCREAMING at the tv."
1,"1462984977503723525,2021-11-23T03:22:54.000Z,@travelista214 @metrocentralnj @Jeopardy @KenJennings I like him. Let him host!"
1,"1462985044507574274,2021-11-23T03:23:10.000Z,I've just changed the channel to Jeopardy. I'll catch the final score later."
0,"1462985164531716100,2021-11-23T03:23:38.000Z,@SkinnerPm @AnnieKhoury Your stand is really important for officers like my son who are vaccinated but also for the others who are in jeopardy by not being vaccinated. Thank you. And thank you for sharing all the heart warming glimpses of life in Skinnerville."
1,"1462985192381898756,2021-11-23T03:23:45.000Z,@strnglft Did you see Hanks on Black Jeopardy?"
1,"1462985192394555394,2021-11-23T03:23:45.000Z,@BernadoSTL @BigBsnaggy45 You shouldn't have to be white to know that double jeopardy is."
0,"1462985206743408642,2021-11-23T03:23:48.000Z,Why did it take so long to do this? \n\nTrump megadonor Louis DeJoy in jeopardy as Postmaster General after Biden nominates two new board members | The Independent https://t.co/n6huI3867b"
0,"1462985257284771848,2021-11-23T03:24:00.000Z,Are they not putting this relationship in jeopardy by exposing the girl's wealth? Will she now be able to handle the barrage of fit, young, bodybuilder types that are about to love her now for her great looks? https://t.co/hPU4A5SOiE"
0,"1462985400176152586,2021-11-23T03:24:35.000Z,RT @DarrenHeitner: It looks like the Seminole Tribe\u2019s monopoly on sports betting in Florida is in jeopardy.\n\nWhat does this mean for online\u2026"
0,"1462985431507689478,2021-11-23T03:24:42.000Z,@MZHemingway Trump agenda was MAGA, the propaganda media goal was to derail the MAGA agenda with lies, disinformation, misinformation &amp; fake anonymous sources for 4 yrs &amp; continues today. All to ensure Marxist democrats obtain &amp; retain power. \U0001f1fa\U0001f1f8is in jeopardy. See last 10 months for proof! https://t.co/98h6qpXSqg"
1,"1462985596087857155,2021-11-23T03:25:21.000Z,Dude #Jeopardy #ToC tournament of champions is going to be an absolute bloodbath this year- Amy, Andrew He, Jonathan, Matt Amodio just a ton of absolute heavyweights"
1,"1462985663251456005,2021-11-23T03:25:37.000Z,@Jeopardy @KenJennings I thought it was hilarious! \U0001f602"
1,"1462985750203543554,2021-11-23T03:25:58.000Z,Not only is the amazing @Jeopardamy now a 4-time Jeopardy! champion, she also has the 3rd highest 4-day total of any contestant in the show\u2019s 38 year history. Truly a trans icon we can all be proud of! https://t.co/rf1baQ40qo"
1,"1462985791999672321,2021-11-23T03:26:08.000Z,@markprivratsky Double Jeopardy is so good I can't even talk about it."
0,"1462985800505864192,2021-11-23T03:26:10.000Z,Amidst lighthearted football talk, I think it\u2019d be funny as hell if Peyton just threw out, \u201cHey Condi, is our democracy in jeopardy? What\u2019d ya think?\u201d (with Eli just nodding like good question) \U0001f602"
1,"1462985828288712711,2021-11-23T03:26:17.000Z,@AmodioMatt @Jeopardamy I imagine Jeopardy! to be like any MMORPG. You defeat someone, then you get their loot."
1,"1462985872161316871,2021-11-23T03:26:27.000Z,@seahag56 @Jeopardy @KenJennings Ikr? No need to apologize\U0001f602"
0,"1462985908756561926,2021-11-23T03:26:36.000Z,RT @DarrenHeitner: It looks like the Seminole Tribe\u2019s monopoly on sports betting in Florida is in jeopardy.\n\nWhat does this mean for online\u2026"
1,"1462986024322146305,2021-11-23T03:27:03.000Z,Is it just me or does @KenJennings look younger every day? @Jeopardy \n#Jeopardy https://t.co/QjUnr6E5Dj"
0,"1462986032064909313,2021-11-23T03:27:05.000Z,Trump agenda was MAGA, the propaganda media goal was to derail the MAGA agenda with lies, disinformation, misinformation &amp; fake anonymous sources for 4 yrs &amp; continues today. All to ensure Marxist democrats obtain &amp; retain power. \U0001f1fa\U0001f1f8is in jeopardy. See last 10 months for proof! https://t.co/WZQ6jWgrEk https://t.co/Z4frmZVFAY"
0,"1462986052839292930,2021-11-23T03:27:10.000Z,RT @Motomom128302: Save a whale but it\u2019s ok to kill birds and bats? Yep it\u2019s the lefties way of thinking! Polar bears are not fkn in jeopar\u2026"
0,"1462986109756100612,2021-11-23T03:27:24.000Z,I\u2019m living on Smackers time (and my career and relationships are in jeopardy) https://t.co/09RXpzeZBs"
1,"1462986130492575748,2021-11-23T03:27:29.000Z,the way men yell when they watch football is how i yell when i watch jeopardy"
1,"1462986163577188355,2021-11-23T03:27:37.000Z,RT @prinzrob: Tune in now to watch Amy continue to rep Oakland this week on Jeopardy!"
0,"1462986227708268547,2021-11-23T03:27:52.000Z,RT @DarrenHeitner: It looks like the Seminole Tribe\u2019s monopoly on sports betting in Florida is in jeopardy.\n\nWhat does this mean for online\u2026"
0,"1462986378296315905,2021-11-23T03:28:28.000Z,Lol I remember whether I wanted to be a nurse or science med tech. The obv choice wasnt a damn nurse. I would never put people in jeopardy especially our most vulnerable (elderly) like how you work in healthcare like this? It's crazy out here!! https://t.co/uO1iLlwvOD"
0,"1462986456712957952,2021-11-23T03:28:46.000Z,https://t.co/hOiEIqgXZO"
1,"1462986538690744320,2021-11-23T03:29:06.000Z,@bballonthebrain @sabr @robneyer @Jeopardy @SabrWomen That's the episode where I went down in flames against a 4-time champ going for his 5th win, 16 years after I was on the original @Jeopardy! w/ host Art Fleming and became a 1-time champion at age 19. I have the unusual distinction of having won once and lost twice on Jeopardy!"
1,"1462986539542011909,2021-11-23T03:29:06.000Z,deciding to commit all of the president\u2019s names to memory has finally come in handy \U0001f624 (I got final jeopardy right tonight)"
1,"1462986684379787266,2021-11-23T03:29:41.000Z,Had I trusted my first instinct the 3 of us would've all gotten #FinalJeopardy correct. Once again, one of the others didn't make it to the end on @jeopardy. https://t.co/fhM1shUsSP"
1,"1462986720236879874,2021-11-23T03:29:49.000Z,@RMarie1970 @Jeopardy Are you jealous that she who wears a dress is smarter than you?"
1,"1462986765019410432,2021-11-23T03:30:00.000Z,All you need is love \u2026 and this category about @thebeatles. https://t.co/z6RmdVbljW"
1,"1462986897597235202,2021-11-23T03:30:32.000Z,RT @abc7newsbayarea: Amy Schneider from #Oakland is on @Jeopardy. Watch her compete at 7 on ABC7. https://t.co/uo3gVlW1Sx"
0,"1462987178171056128,2021-11-23T03:31:38.000Z,It\u2019s like I need HSLOT to not stop bc my mental health is gonna be in jeopardy after LI but I need it to stop for the sake of my screen time holy shit"
0,"1462987223264071682,2021-11-23T03:31:49.000Z,@DanScavino @TrumpWarRoom @realLizUSA @kayleighmcenany @DonaldJTrumpJr \n\nLISTEN!! I couldn\u2019t agree more! \nPresident Trump is in jeopardy of losing the people that have supported him for 5 years. https://t.co/cFwk5LzaSo"
1,"1462987371763453952,2021-11-23T03:32:25.000Z,@AmodioMatt You experienced many of the guest hosts of Jeopardy. I am sure each cadence, pace, etc led to some preference over time. Did you have a favorite that you were pulling for to get the final hosting job?"
1,"1462987395687661570,2021-11-23T03:32:30.000Z,RT @Jeopardy: All you need is love \u2026 and this category about @thebeatles. https://t.co/z6RmdVbljW"
1,"1462987437953716228,2021-11-23T03:32:40.000Z,@bballonthebrain @sabr @robneyer @Jeopardy @SabrWomen For some reason, the show won't permit contestants who appeared on the show during the Alex Trebek era, from 1984 to 2020 - 36 years! - to go back on no matter how well we might do on the online test, which I've taken several times and always been told, sorry, no way.\nI'll wait."
1,"1462987648151142403,2021-11-23T03:33:30.000Z,#KenJennings and #MayimBialik both are excellent #Jeopardy #hosts, but given that there have been so few #Female #GameShow Hosts, I'd love to see the permanent gig go to @missmayim https://t.co/y6wytZLUTQ"
0,"1462987738395914250,2021-11-23T03:33:52.000Z,@Anthony44287620 I guess you weren\u2019t paying attention because my petition only concerns federal statutes which are a separate sovereign jurisdiction from Wisconsin state law. As such, double jeopardy is not in play: https://t.co/QInFzSdAiK"
0,"1462987816682639364,2021-11-23T03:34:11.000Z,@JimmysRoom1 @DreamLeaf5 That's not for him or us to decide, that's for the Bar association to decide and they don't give a fuck about anybody else's input, his or ours. The only person who could have put RGR's career in jeopardy is her."
0,"1462987861137969154,2021-11-23T03:34:21.000Z,@Jeopardy @thebeatles Im not Reuben.\nI never met him."
0,"1462987946269810688,2021-11-23T03:34:42.000Z,@Hetty714 @tragic_tim @maxthomasragno That coupled with Rosenbaums fingerprints on the barred is enough to constitute self defense. Ability, opportunity, jeopardy."
1,"1462987969980243973,2021-11-23T03:34:47.000Z,My 9yo son got 3 out of 5 in this @Jeopardy category. \n\nHe loves the Beatles. Owns their album box set and singles box set in vinyl along with several books about them. https://t.co/xJONCX125M"
1,"1462987970496053251,2021-11-23T03:34:47.000Z,RT @Jeopardy: All you need is love \u2026 and this category about @thebeatles. https://t.co/z6RmdVbljW"
1,"1462987983867555845,2021-11-23T03:34:51.000Z,@Jeopardy @thebeatles Rueben will get sued for playing my song on piano."
1,"1462987998560018435,2021-11-23T03:34:54.000Z,@AhNeeOh1 @usatodaylife @Jeopardy Yes, it\u2019s actually pretty rare to be a four-day champion on jeopardy. That\u2019s not normal for most people!"
0,"1463340344439975938,2021-11-24T02:55:00.000Z,@tribeoc They literally did What Up With that 3 weeks ago. Black Jeopardy, Chad, The new DJT, anything Kate McKinnon does, I could go on\u2026"
0,"1463340410047246336,2021-11-24T02:55:15.000Z,RT @MkHmmr: @POTUS Suffering from your own failed policies. A year ago we were energy independent. Now, after strangling our domestic energ\u2026"
1,"1463340425440157696,2021-11-24T02:55:19.000Z,RT @hotchman: Jet Chip Wasp made @Jeopardy tonight!!!! @chiefs @cheetah @PatrickMahomes #ChiefsKingdom https://t.co/DtFkDrQcb7"
1,"1463340620332871687,2021-11-24T02:56:06.000Z,The latest My Playful News! https://t.co/kEoxWwGFPi Thanks to @GF_Films #jeopardy #funko"
1,"1463340660866564101,2021-11-24T02:56:15.000Z,RT @Jeopardy: Sorry, Omaha. https://t.co/4ep232wCHF"
1,"1463340785189990402,2021-11-24T02:56:45.000Z,RT @MaulerMauler: Final Jeopardy!!! #OttawaForTheWin https://t.co/ZLEIxhRvMh"
1,"1463340881235169281,2021-11-24T02:57:08.000Z,Just saw a dude finish with worst score I\u2019ve ever seen ( -$6,400 ) on Jeopardy. Bonus: he\u2019s a Notre Dame alum."
1,"1463340912579338240,2021-11-24T02:57:15.000Z,I should be sleeping but Twitter spaces Jeopardy is kinda going hard"
1,"1463341053889679367,2021-11-24T02:57:49.000Z,my parents and i are eating ice cream and watching jeopardy, this is a good tuesday night"
1,"1463341078321381377,2021-11-24T02:57:55.000Z,RT @emmafromtoronto: said it before and i\u2019ll say it again: my only true life goal is to absolutely eat shit on jeopardy someday"
0,"1463341091776864264,2021-11-24T02:57:58.000Z,RT @whoisalexjacob: Please tell me Barnes &amp; Noble is not really selling Mein Kampf for $14.88. For those who don't know, the number 1488 is\u2026"
0,"1463341261180473345,2021-11-24T02:58:38.000Z,@jdubs1966 I wonder if this is the low score record? @Jeopardy"
1,"1463341278259728388,2021-11-24T02:58:42.000Z,@BillsMafiaBabes @Jeopardy"
1,"1463341310329376771,2021-11-24T02:58:50.000Z,@KrisBryant2014 @PatrickMahomes @Jeopardy That was soooo cool !!!"
0,"1463341465363492864,2021-11-24T02:59:27.000Z,RT @BlueStarUnicorn: The 5th Amendment proffers the right to a grand jury, forbids ""double jeopardy,"" AND protects against self-incriminati\u2026"
0,"1463341564189675520,2021-11-24T02:59:51.000Z,RT @klert: @PandaCunningham @whoisalexjacob https://t.co/Px32MSC91S"
1,"1463341593285566466,2021-11-24T02:59:58.000Z,Jeopardy*"
1,"1463341653993922563,2021-11-24T03:00:12.000Z,I had a dream that Jesus was going to heal some guy and before healing him he said (in the Jeopardy announcer voice) \u201cTHIS\u2026iiiisssss leprosy!\u201d"
1,"1463341662780936194,2021-11-24T03:00:14.000Z,I know! I know!\nAsk me! Ask me!\nhttps://t.co/OnBIVMRFUP #jeopardy #ottawa"
1,"1463341688156561411,2021-11-24T03:00:20.000Z,RT @TheRickyDavila: Since President Biden was sworn in on January 20th, both seditious white supremacists Ted Cruz and Josh Hawley have del\u2026"
1,"1463341699627991041,2021-11-24T03:00:23.000Z,RT @hotchman: Jet Chip Wasp made @Jeopardy tonight!!!! @chiefs @cheetah @PatrickMahomes #ChiefsKingdom https://t.co/DtFkDrQcb7"
1,"1463341723426295808,2021-11-24T03:00:29.000Z,RT @psakipsimp: They used Jen Psaki as a clue on @Jeopardy! Anyone else catch that?! #psakibomb"
1,"1463341753621168133,2021-11-24T03:00:36.000Z,@Jeopardy Strong words (and correct responses) were yelled at the TV tonight. Sigh."
0,"1463341772134920193,2021-11-24T03:00:40.000Z,RT @IamEliRacks: They say a sign a head coach job is in Jeopardy. They'll start to relieve coordinators of their duties. Black Monday will\u2026"
0,"1463341858835222533,2021-11-24T03:01:01.000Z,Jeopardy you are a joke again"
1,"1463341947658059776,2021-11-24T03:01:22.000Z,@DGBarnes3 @PatrickMahomes @Jeopardy No but I rocked Double Jeopardy."
1,"1463342017426046983,2021-11-24T03:01:39.000Z,@psakipsimp @CarlierRuth @Capt__ChrisPike @Jeopardy It is just coming on for me. Alaska time sucks! That is so cool so. Good catch!"
